"","RC1","RC3","RC2","RC5","RC6","RC8","RC4","RC7"
"inefficient",0.520262083998624,-0.0605821060299388,0.0180422181399267,0.0357067533003315,-0.148349899158784,-0.0207447242063069,-0.0355914952500381,0.0177153814166662
"inhibited",-0.121334448741452,0.424238771398617,-0.23135410773023,0.248389799799973,0.00627347337452222,0.124823418695809,-0.0140982618847811,-0.0131256362171835
"innovative",0.0232292050875351,0.0698992153383357,-0.0443864984655047,-0.36627733722045,0.0517526525877806,-0.0730003871225863,-0.201965274039118,0.0481145398171338
"insecure",-0.106321803022918,0.191191801618365,-0.254412093119503,-0.145247451013482,-0.122921391797662,0.330486749536845,-0.076875479633286,0.075013552514917
"intellectual",3.38422889349937e-05,0.0942698432688831,-0.0510440790393661,-0.00154088741397712,-0.00610655581501806,-0.0850439217445566,-0.0067879657470405,-0.176938255550371
"introspective",0.0449250784541008,0.152248602305022,-0.0742769855733016,-0.0605023517957346,-0.301986635801571,0.101165526266896,-0.0680532249156699,-0.231122657621026
"introverted",-0.000757672457484445,0.474050842652277,-0.106857025909508,0.0798263582310589,-0.249296995009202,0.0536419705717202,-0.0719498559592033,-0.0886241983603597
"irritable",-0.0625385021043084,0.0103594119897343,0.271268596997402,-0.0343647303844774,0.0845482755104874,0.106024434344183,-0.0452821032034786,0.0550382516862861
"jealous",0.00628251250052167,0.0118345309864831,-0.047422169554824,-0.0359748483596788,0.078053859497133,0.0519233524371752,-0.0510707915292283,0.0579911523581677
"kind",0.018268175644827,-0.0518761753793906,-0.129024594754814,0.0382023197351749,-0.0507617091473297,0.080496277000812,0.0226590548220767,0.0204008535021631
"moody",0.0213774806989869,0.0811191180699112,0.0871196212223384,-0.112756829804937,-0.101167568112216,0.323855997604841,-0.0451430038308464,0.031105578625788
"negligent",0.508782273207571,0.030595581662759,0.0130020848404753,-0.00657465379566883,-0.0364181663751031,-0.152334403782645,0.0206957430325657,-0.07160626212214
"nervous",-0.0498595850323182,0.133823703850412,-0.226427327971497,-0.0772060005423512,-0.0916117487511112,0.290057953925301,-0.058041174102904,0.00621133347126274
"organized",-0.569239500516803,0.0428648465211438,-0.050510976137226,0.0765830368461593,0.107920266101659,-0.0143129106276757,-0.0496309666799694,0.0332124016401978
"philosophical",0.0652683796667216,-0.07593258360972,-0.0512334312880856,0.0510193318957987,-0.125663941795751,0.162381689793213,0.138264807495995,-0.394137863601284
"pleasant",0.04997899548613,-0.0991447167018506,-0.122326544380279,0.0267997858953018,0.00838177400439907,0.0100186991210693,-0.0309165557849408,0.0456291963112636
"practical",-0.315958653012172,0.0675275645314003,-0.0396637865352993,0.0674693501672253,-0.0899880780736935,-0.159333765157519,0.0331203590808752,0.127948764497969
"prompt",-0.438003586638608,0.0563959278306595,-0.0263301238315675,-0.038184020527433,0.0969174022499515,0.0221713649107757,0.0996186700975484,0.00766031288867211
"quiet",-0.0780507333897585,0.372039178879249,-0.155389861349905,0.207439815958338,-0.342575457709778,0.0567913412535762,-0.020788881092359,-0.0553833914499244
"relaxed",0.3084398973112,-0.00336161897029811,-0.125718763091215,0.131560175961624,-0.134115796021744,0.0951520990059494,-0.0969030234219358,0.0937017592187134
"reserved",-0.0565689343365403,0.514905937813352,-0.100311859221406,0.286811298403696,-0.183339877007992,-0.0578296915581072,-0.0273522262468424,-0.0346058863859042
"rude",-0.0348028941100108,0.0387231833087645,0.209165919582653,-0.0310997667954909,-0.00831794726423217,0.0348628543834693,-0.0313779823195589,0.0512100531787158
"self-pitying",-0.0291799871652859,0.034601628172683,-0.0421856311192647,-0.0170440804658988,-0.0452423006902152,0.117262457934881,0.00278305672231975,0.0158667315778479
"selfish",0.0307365572382499,0.0602804672009117,-0.00351083607856171,-0.014576746339376,0.191052968280542,-0.0737424836627466,0.0185950006616812,-0.043824678077198
"shallow",-0.00466802073762292,0.0281742716653493,-0.0446819692832393,0.0433701362223252,0.100338394462876,-0.0306944072445345,0.0124682126468611,0.0201434377146041
"shy",-0.0434787326064028,0.441506350651906,-0.243544509476246,0.0124605245006388,-0.0846768477485892,0.117057116688259,-0.0240757927454977,0.00488802707873951
"simple",0.029551944811748,0.0406592505582775,-0.0714708516163469,0.17059781949253,-0.13405206627714,0.0278677085680677,0.172407280214325,0.111366000818339
"sloppy",0.301665326945445,0.00623089287328276,0.0127422572503169,0.0215189825147656,-0.0718304629551045,-0.0558807762236646,0.0167298687714625,0.00876156099571994
"steady",-0.444193753730857,0.065556927935089,-0.0296123970659184,0.162503441408083,-0.129526838318931,-0.0215902896341294,0.0128697401644462,0.0846802297396808
"sympathetic",0.0333674281394825,-0.106571609421024,-0.190371704836267,0.0564777531141146,-0.0851430269165931,0.0863868289560785,0.0554717748577708,-0.0479288939250851
"systematic",-0.48927322754554,0.13626499947235,-0.0329926073626307,0.0549843926794671,0.0386691838442069,-0.103551186753017,-0.0255972490174329,0.0123999679275577
"talkative",0.103149570760865,-0.37107739781624,-0.0622525013616707,-0.071144045672611,0.345216606736468,0.0437930028761686,0.1242550725609,-0.149366429780078
"temperamental",0.00344299926769653,-0.0432656683781708,0.352553948409619,-0.123960877298048,0.104104157574816,0.34423193661358,-0.159557582644482,0.110547329607266
"thorough",-0.465001949662121,0.0661577707749644,0.0188338740090355,0.0316923257612429,-0.0662374695855917,0.0711921020368326,-0.0794787031037665,-0.0137412892324942
"timid",-0.0921166115986985,0.32521697293487,-0.262056246875307,0.143088729732112,0.00191094873128639,0.189963835051915,0.00546278206196288,0.0170007888744657
"touchy",-0.181981955915453,-0.0641500411477222,0.181081154269261,-0.0883023393890017,0.0250026285819356,0.380074250422304,-0.185000167194232,0.0911673767434013
"trustful",-0.0107420505968451,-0.0432005296205662,-0.0722914790332302,0.0842559117316466,-0.0206889948298547,-0.0279862490413176,0.00562063458757925,0.0903715628206578
"unadventurous",-0.0519738368893669,0.122609843308744,-0.178101332223577,0.515774990741652,0.0281330847587633,0.0132111718925278,0.029251709920628,-0.0972887829770968
"uncharitable",-0.0518746007139197,0.01083797725571,0.133278492701607,-0.045509459003059,-0.0361352733789052,-0.0227596501335479,-0.0985158882823366,0.0389691203332237
"uncooperative",0.0460859692607474,0.0730315712508259,0.23254758824572,0.0958483796156058,0.0194266199851836,-0.0160577000892548,-0.112933746573692,0.00519064418485717
"undemanding",0.16409292778867,0.168375251768806,-0.188855179344071,0.162237008793665,-0.062640264011571,0.0715728425234407,0.0149587415119241,0.00707839597990921
"undependable",0.474827530448045,-0.0273110305648763,0.0094977623056454,0.00924079003984293,-0.0685318913696449,-0.105964024431055,-0.0375649312567484,-0.0179217448221101
"unemotional",0.003311199578541,0.277975280045562,0.0712073445301192,0.117637867465095,0.0165750548965185,-0.183952941782993,0.0494511182943343,0.0539195428195551
"unexcitable",-0.0858101010428413,0.277314746619265,-0.0303984162886659,0.481005602019152,-0.0842243531950488,-0.0286910427382632,-0.036285485522742,-0.0212593487862744
"unimaginative",-0.0108664011176458,0.0418098871910749,0.00418004615304207,0.125298765336135,0.0185188284186645,-0.0205744165508224,0.0415815805113072,0.04164358438755
"uninquisitive",0.000304948864245927,0.0439298492805434,0.0297362969779221,0.0975314909443087,-0.00860613765595594,-0.0231409487573178,0.071901243964217,0.117074771076235
"unintellectual",-0.000820081761207979,0.0258733037544991,-0.00412829498414529,0.0259401200685515,-0.0035176373474802,0.0118746860345074,0.035823343451216,0.0679680911422082
"unintelligent",-0.0111515914842489,0.0174469350830974,-0.0199331667752434,0.0326410697257285,0.0107016445600378,-0.0121156113478501,0.0163771990918121,0.0180886838644949
"unkind",-0.0425360802780229,0.00574116941368742,0.11783043429831,-0.00775733719808216,0.0195533950553849,-0.0375533282339574,-0.0369705845091078,0.0131476684416829
"unrestrained",0.292785050754885,-0.0816982913981476,0.074245459127569,-0.255781376974189,0.198359589803105,0.142118705209747,0.0315030811213116,0.0435700558151326
"unsophisticated",0.021975430451329,0.0440261483081759,-0.00767641261650175,0.0932137175811223,-0.0877944418604418,0.0741717955855844,0.142732043464819,0.110842758748967
"unsympathetic",-0.000782169475803823,0.143042522580289,0.242703851294315,-0.0381949132692743,0.0706536629077941,-0.126634090659731,-0.0713927202302963,0.0611162629022492
"verbal",0.0352196675249996,-0.358747403205028,-0.0508523387514595,0.0654681122657493,0.211577341047197,0.0194490218459022,-0.00465499482607134,-0.256172695789943
"vigorous",0.00196538803454,-0.20221195832942,0.149651448907863,-0.189590951824637,-0.0534115614005433,-0.11616428960421,0.119085355335583,0.106868061726724
"warm",0.0372465744136115,-0.382288657131131,-0.16425167549614,0.0697909990737252,0.0167003442328746,0.153447537622976,-0.0368767480530472,0.0300338345855406
"withdrawn",-0.0330713402849745,0.531549527912681,-0.101221243796201,0.0706690187059111,-0.0112723095697885,0.0904902219010149,0.0178792320653848,-0.0544305485030139
"imperceptive",0.0545545764423659,0.0208088338566961,-0.0131463708523019,0.0521293179933884,0.0486746282774194,-0.0416146424895483,0.0437506973863541,0.0441710326773838
"imperturbable",0.0658055125741246,0.185872875225612,-0.0600499466260613,0.345168378613493,-0.0598251478939851,-0.267823658197584,0.0913112730148482,-0.056988977143926
"uncreative",-0.0215468083140194,0.0141679166342026,-0.0141381544022891,0.0876771932430343,-0.0138321478159453,-0.00577181435495312,0.0763632269876466,0.0501995707205356
"unenvious",0.095559733009259,0.0665500646494964,-0.0341626032836722,0.0290465102572517,-0.0990341505833954,0.0114336821551348,0.0101775938624689,0.0026362993733401
"unreflective",0.170980599572067,0.027100291142232,0.0272501832298649,0.0440023207930826,0.0408738773551086,-0.0312724336800073,0.0957979977788165,0.1001511219759
"unsystematic",0.731562665651278,-0.0250246655672518,-0.011646325018726,-0.00542030518146707,-0.107585949129216,-0.0451940793678076,0.0371694585246994,0.0104785413165228
"untalkative",-0.0779612292590308,0.583567591355491,0.000161573461228118,0.0521182482740015,-0.17333047701863,-0.0518089318306654,-0.0703957798241232,0.184136418524304
"abrupt",0.059698451919848,0.125891748593582,0.421101875462261,-0.0543148561670686,0.0948642754718104,-0.0847768793176847,0.124133520221643,0.0887952189947539
"absent-minded",0.596381921402064,0.109441995939634,-0.139971004681497,-0.120915908015451,-0.180920667070627,-0.06696483983371,0.0360418485296022,-0.0787435454454347
"accommodating",0.0670146826550098,-0.202635075515461,-0.444771841218275,0.016218479319906,-0.0418490731260452,0.068978810397795,0.058200470687428,-0.00934344077070138
"adaptable",-0.0249573616883948,0.0286419466454483,-0.206599460290254,-0.410969423591462,0.00593622809357554,-0.0288326896652112,0.0756130194684166,0.00191559528406024
"adventurous",0.135445263833921,-0.115700009194847,0.174449878644791,-0.411006424868152,-0.0612128547598681,0.0441718230587217,0.0192152195579668,0.12138844094757
"affectionate",0.00511805309699976,-0.33274818975119,-0.146405867343861,0.0415021737414866,-0.0798081357484088,0.152241643095669,-0.034609905562168,0.0831340781286772
"aggressive",-0.0877903171120027,-0.0214530278350468,0.232012469951951,-0.0258515037609493,0.259485995404633,-0.0966695159454077,0.110323885043835,0.0404268549497276
"aimless",0.300986429218568,0.0102357370391784,0.00413376516987663,0.0154610722469363,-0.0687051798605432,-0.0297146381780538,-0.0290127634963308,0.0149948600268639
"alert",-0.124342648582081,0.049690296537664,0.0203145695461661,-0.0502165007146117,0.0174847922849987,-0.0190558010451498,0.071776423298034,0.0143002634109924
"aloof",-0.00654323341335303,0.50903266243811,-0.0312570149431159,-0.0285476045810334,0.0269030189720614,0.00450273218240677,0.0129286065611361,-0.0261808541711471
"altruistic",0.00687828575221093,-0.29660229895612,-0.0571360409281465,0.0883912553240553,-0.228314777792862,0.119115755838604,0.0931616895957492,-0.0195838805733972
"ambitious",-0.0382882866045636,-0.0319964584132598,0.00520814094685898,-0.241707607866369,0.0984920306495335,-0.145772070585793,0.000938003946580291,0.00204251725933269
"amiable",0.0716172955877278,-0.312123664661365,-0.163102186468327,0.0601807816482869,0.0224630024253563,0.0129939361343703,-0.02833467155359,0.028683723114158
"analytical",-0.141305856739741,0.127195404001535,-0.0259968040623871,-0.00304729088056126,-0.0266226316704384,-0.212755256861523,-0.00882383401327902,-0.163359394024032
"animated",0.108181473842658,-0.326849898106282,-0.0544567097338303,-0.293996560048427,0.101774776014414,0.128297072053049,-0.00748425841143465,0.0538153962957433
"antagonistic",-0.08181772130563,-0.0158840213704983,0.211115847024754,0.00824539272423043,0.115208272314705,-0.0192814579831607,0.00386755721538131,-0.00133675408930255
"apathetic",0.0128955516527954,0.0785752389700394,-0.0367716020793148,0.0138172416902176,0.0141384682565378,-0.0316738848737654,0.0116656388465013,0.0113543172339912
"argumentative",-0.0676249898229777,-0.0443449955609507,0.397151501778371,-0.0689786882747352,0.104254432855513,-0.0536828480368254,-0.0122997906974408,-0.0996569114073168
"articulate",0.010593679777283,-0.123251275976232,-0.029089200851185,0.00851821480085056,0.0846673218800021,-0.0496220860650102,-0.0749587209650518,-0.152433713491867
"assured",0.0212547395871155,-0.0558739026367817,0.133085415912317,0.00840678158957747,0.110937416025976,-0.140658418988028,0.0318962149212397,-0.0163543040207751
"autonomous",0.0075243069665528,0.0955634333695626,0.0196273815780548,-0.155417583177252,0.0290222740746178,-0.0830791499970365,-0.0122617980203918,0.0301402506195
"belligerent",-0.0496688355438629,0.0270494956251438,0.0976958057826415,0.0159875382133933,0.0394955604844631,0.0380838070500802,0.0328298436961898,0.0237497551395236
"benevolent",0.00704438772985047,-0.0320449640872289,-0.0800164007721389,0.0524186905854648,-0.0501884034263859,0.0459729228398051,0.0392351294029253,-0.00361072049125965
"bitter",-0.0408862389733388,0.0187353536737252,0.161623439672506,0.00106620354157644,-0.047905152182266,0.0724231935941075,-0.00891971893895858,0.00281284628031846
"bland",-0.0270770558679562,0.141242871160285,-0.0511582077418236,0.126743752923308,0.0626185769352482,0.0118904956670912,0.0193824899178554,0.00237036606627661
"boastful",0.0186076520157064,-0.026416087122605,0.0440246478851614,0.0314453473572638,0.323731507481688,-0.0659770276055364,-2.63280047529334e-05,0.0489316389306402
"boisterous",0.135797187016146,-0.0749917461712925,0.0153879300693643,-0.0679340662939674,0.237845741015282,0.0478650689991507,0.0970174960249235,0.176733046063164
"bossy",-0.20618002264425,-0.149208150559589,0.251893451354908,0.0424851627950158,0.259403450560777,-0.0780630607606202,-0.0282329573868767,0.114895992269602
"brave",0.0434113059275552,-0.111066291559884,0.0915194262482508,-0.0806287913613733,-0.0497806624965994,-0.0491982391121463,0.097343668554721,0.0630282137101703
"bullheaded",-0.00414890253879701,-0.0294215126324765,0.559135331779571,0.0723031833186475,0.177936620398887,-0.106806737228109,0.111260971720612,0.0706046584176439
"callous",-0.0181021748263808,0.0313812483086713,0.019903481749131,0.0296411641377498,0.0181477263303599,-0.0204608452657236,0.0093072655042053,0.0364702968885589
"candid",0.0603056056801609,-0.0610905175100157,0.0645027888112318,-0.0555976468681316,-0.0336194806880702,-0.0326830982036124,0.0357397207938509,-0.0531604090627226
"carefree",0.38754853014346,0.00809574927698153,-0.0619339602840792,-0.0864310026386993,0.075034440207244,0.0797292204788141,-0.0172893242658259,0.134745536564015
"casual",0.414223153305694,0.15075219896165,-0.237693330922458,-0.18270171594414,-0.164330459192497,0.0585647781585526,0.0342775736913769,0.133600821984135
"cautious",-0.260900346676228,0.0977124016126341,-0.140863521233343,0.234727543169103,-0.352724881801747,-0.0280374837771758,-0.0752539698251117,-0.0359280911780859
"charitable",-0.00651692067453908,-0.190783817139744,-0.0362621991527031,0.0547009444664726,-0.0517030395909377,0.056526047085432,0.030687070539658,0.0162468549566022
"cheerful",0.0773896747207651,-0.313091151864646,-0.148072879639743,-0.0284394124457952,0.100008305757202,-0.0432306758049546,-0.0686013640760665,0.112538641456889
"clever",0.0325712627823967,0.0614345292159107,-0.0406287771582662,-0.0460579230290113,0.0451386648040073,-0.0779586412727376,-0.0495125673009995,-0.0485078533282182
"coarse",-0.00398788216913386,0.0354218355127926,0.0659889234971885,0.0520578766630827,-0.012185412097917,-0.0116569358670414,0.0378880663640753,0.0821457856420577
"combative",-0.0582849885815104,-0.00284312189179423,0.308127751802454,0.0157485632724075,0.110837708262215,-0.0664132660285363,0.158408917674665,0.0193571335863382
"communicative",0.0552747660075561,-0.397936330091048,0.00790470965573087,0.0367992474929378,0.0853073125779202,-0.0342445662413797,0.00187698897097169,-0.0924494670366033
"compassionate",0.0119264540245646,-0.074051708575196,-0.144249565692797,0.0332108352920864,-0.0933169985940389,0.0902960793174729,0.04093638464193,-0.0154661199625256
"compliant",-0.146602091360053,0.0252629697520231,-0.409937346662634,0.18275035962093,-0.148230395944662,-0.0575162119120259,0.172210589942636,0.108034147931622
"compulsive",-0.231087491517449,-0.0286179692562958,0.071173695314083,-0.183529510182893,0.0921702934702813,-0.0867250499720061,-0.016830038045668,-0.0954554591545981
"conceited",-0.0373847846573756,0.00972227310172443,0.0110080926210542,0.0176232811177912,0.158742017669069,-0.0230599931598551,-0.0262927589649974,0.0164657686343994
"concise",-0.295831141763568,0.116882170739148,-0.139131960262026,0.0208780400325922,0.0670580847722451,-0.179252353786962,0.048861430353973,-0.0858256028691957
"condescending",-0.0791209934744187,-0.0357800405942973,0.247160507437145,-0.0173229100098136,0.00683339465169256,-0.0460424532941749,-0.146133888172727,0.0108140611302583
"confident",0.0404235421279489,-0.084986931105084,0.0935963694674768,-0.0165605102009247,0.116334167057042,-0.146244843039387,-0.00117680172627318,0.0256241009576667
"conservative",-0.077206513771802,0.00215113277053583,0.0456638802184099,0.598508632659367,-0.046481238979394,-0.193561987305374,0.123062517188438,0.0346799453984964
"consistent",-0.455384481292269,0.0857875911346513,0.0179461972785328,0.0814807927821067,0.00777534256727392,0.0503571082758104,0.00886543900378049,0.0743965060143512
"contemplative",0.050384193174512,0.101601484680864,-0.018208742260282,-0.0161781225654753,-0.249041814685304,0.0438507410731392,-0.133288694619246,-0.178931916314147
"controlled",-0.413815790647773,0.0660405341652498,-0.0100214896616933,0.124440993165213,0.0213772597117458,-0.171333433971093,-0.0664947101776055,0.106981054146974
"conventional",-0.119907630972335,-0.0519053363477387,-0.023521751369997,0.684611468227823,-0.0437988742439598,-0.110303444191923,0.187963550823882,0.062406090877673
"cordial",0.044316980999433,-0.330444180778018,-0.143799955897345,0.0824398603934742,0.0694042589168635,-0.00325476098617683,-0.0362104259751847,-0.0347416801807255
"courageous",0.0318147478077026,-0.0796867919803503,0.0968163493869217,-0.12849694266801,-0.0393985037665529,-0.0507922876476661,0.130552863135982,0.0311144260958187
"courteous",0.00744578884845604,-0.0850619205297697,-0.106897660181678,0.0729621254316817,0.0196356953519875,-0.00306092064370119,-0.0286699765600763,-0.00474415239580867
"cowardly",-0.00821175492223027,0.0340273352256016,-0.0559717493694154,0.0877484058738717,0.0271846183562677,0.000683565247385453,-0.0057175368279348,0.00947604508351025
"crabby",-0.0296111158666885,0.00135914517401535,0.303202192373776,0.0832038162880212,-0.0517210348637015,0.105568402911584,-0.0663019478051628,0.0561849410766604
"crafty",0.0809312362456514,0.124447988550321,0.0723032947298629,-0.182314844894854,0.171610478111158,-0.071291639255374,-0.332460477954762,0.158588231676017
"cranky",-0.00625515482871255,0.0138459315774474,0.259854645823712,0.0767229640153036,-0.113748336866351,0.0871562933152862,-0.0197755904112698,0.0243474341487492
"critical",-0.0693876304359115,0.0341210440381741,0.30724006322946,-0.147041636602067,-0.0325085033412799,-0.295829710721141,-0.194177936514475,-0.0935335785056099
"cruel",-0.0142043530416295,0.0176022790516544,-0.0202750090440122,0.027929495737945,0.0151761185183136,-0.0167461683581102,0.00685616092685685,0.0103987254154898
"cultured",0.0028699831757807,-0.291615938805779,0.0532965263750814,0.105249913228829,0.093405818317304,0.154465370462073,-0.260877453289079,-0.192597211289838
"cunning",-0.002076822183523,0.115984817848552,0.010451083258519,-0.11324161560192,0.355682902990065,-0.186705626577105,0.0737003749344345,-0.152649144576333
"curious",0.0793571626307021,0.0466197643659432,-0.0848752374037861,-0.163890307288594,-0.030293830270142,0.0027446519844446,-0.0489891064168253,-0.136643992318324
"cynical",-0.0115633244753472,0.106228892054179,0.255943843008421,-0.0915608039078596,-0.0554527467927026,-0.0325526433755923,-0.0640790025430479,-0.103312195291242
"decisive",-0.36075077577319,0.0411605532956646,0.12639254137152,-0.103760499927165,0.133824311792071,-0.0818977094709123,0.107345806326371,0.100200127334472
"defensive",-0.102341224440748,0.0615506141935642,0.247329363310538,0.165987113586721,-0.0464736996154747,0.166744810142118,-0.099364168688461,0.129592015426683
"deliberate",-0.48007179127935,0.112904734963826,0.059145963586617,0.0580758788847229,-0.0201637362163137,0.0601617452333494,-0.0534894214725696,0.0318109488660664
"demonstrative",-0.0381413788170048,-0.406162466759395,-0.054159306591204,-0.0326461661873496,0.161509978054461,0.28342794871242,0.0895371367409872,-0.086561059787094
"dependable",-0.189241543997617,0.0154246521348625,-0.0308954839954812,0.0622454425463667,-0.0215899579004402,-0.0261316099611946,0.0475878920059946,0.0621001528892713
"dependent",0.0127811407828872,-0.0109201350470424,-0.108511093036897,0.0239578714030426,-0.0802358697394299,0.0917227455352446,-0.0215744351875343,0.0156199165695262
"detached",0.0805957733305688,0.530415324332955,-0.0108961716693057,0.0100748381501975,0.0152630886535411,-0.0970881822383873,-0.00273231590776998,-0.060276992301484
"devious",-0.0164235092979681,0.0187175661375912,-0.021985825163378,0.0353783862628382,0.0556364700239157,-0.0270073570804528,0.0132625913746331,0.00277707546501074
"dignified",-0.0689165558120304,-0.0436112619226449,0.00192182274364034,0.109263920736904,0.0253598369258841,-0.0352213863032864,-0.0272408129948921,-0.0216383217434063
"diplomatic",-0.0811102322727962,-0.31034128558154,-0.305848993860991,0.148621537179778,0.116447905032511,-0.10479348926178,0.0539854457384959,-0.197154850808094
"direct",-0.0686610596530476,-0.0598426536595156,0.199805170540553,-0.0585719363964023,0.0519437289997996,-0.152013340592588,0.123893049751725,-0.00477774463277764
"discreet",-0.0797809702527078,0.0492484325185415,-0.202774724417819,0.116455774431429,-0.123360737538326,-0.0860526970382576,-0.0659637836030378,-0.064276438872148
"disorderly",0.513613019251609,0.0185627594644727,0.062754157444503,-0.0402201217640041,-0.0979589453186657,-0.018365053359502,0.0234383396258188,0.0165907586861423
"disrespectful",-0.0273998167372309,0.0172356821285671,0.0352676711289997,0.0154653571820512,0.013038738659829,0.000932184323326499,-0.00942793077176853,0.0217245370226669
